freq_hz,angle_deg,spl_db
1500,-45,73.5509227661
1500,-42.5,74.1118859858
1500,-40,74.7223602702
1500,-37.5,75.3486401802
1500,-35,75.9540829273
1500,-32.5,76.5031280159
1500,-30,76.9640023496
1500,-27.5,77.3102597263
1500,-25,77.5215782831
1500,-22.5,77.5843038049
1500,-20,77.4921899695
1500,-17.5,77.2477121133
1500,-15,76.8642115521
1500,-12.5,76.3688638835
1500,-10,75.8058544408
1500,-7.5,75.2379718374
1500,-5,74.7432966682
1500,-2.5,74.4032420679
1500,0,74.2817195536
1500,2.5,74.4032420679
1500,5,74.7432966682
1500,7.5,75.2379718374
1500,10,75.8058544408
1500,12.5,76.3688638835
1500,15,76.8642115521
1500,17.5,77.2477121133
1500,20,77.4921899695
1500,22.5,77.5843038049
1500,25,77.5215782831
1500,27.5,77.3102597263
1500,30,76.9640023496
1500,32.5,76.5031280159
1500,35,75.9540829273
1500,37.5,75.3486401802
1500,40,74.7223602702
1500,42.5,74.1118859858
1500,45,73.5509227661
1575.31661946,-45,74.6135666267
1575.31661946,-42.5,75.1232849946
1575.31661946,-40,75.6883825166
1575.31661946,-37.5,76.2819590964
1575.31661946,-35,76.8718662026
1575.31661946,-32.5,77.4241879656
1575.31661946,-30,77.9061666299
1575.31661946,-27.5,78.2885344866
1575.31661946,-25,78.5473039907
1575.31661946,-22.5,78.6651942731
1575.31661946,-20,78.6330026307
1575.31661946,-17.5,78.4512772434
1575.31661946,-15,78.1325385214
1575.31661946,-12.5,77.7039333208
1575.31661946,-10,77.2094557671
1575.31661946,-7.5,76.7097553105
1575.31661946,-5,76.2767493919
1575.31661946,-2.5,75.9813237575
1575.31661946,0,75.8763062257
1575.31661946,2.5,75.9813237575
1575.31661946,5,76.2767493919
1575.31661946,7.5,76.7097553105
1575.31661946,10,77.2094557671
1575.31661946,12.5,77.7039333208
1575.31661946,15,78.1325385214
1575.31661946,17.5,78.4512772434
1575.31661946,20,78.6330026307
1575.31661946,22.5,78.6651942731
1575.31661946,25,78.5473039907
1575.31661946,27.5,78.2885344866
1575.31661946,30,77.9061666299
1575.31661946,32.5,77.4241879656
1575.31661946,35,76.8718662026
1575.31661946,37.5,76.2819590964
1575.31661946,40,75.6883825166
1575.31661946,42.5,75.1232849946
1575.31661946,45,74.6135666267
1654.41496769,-45,75.8011924445
1654.41496769,-42.5,76.3675711072
1654.41496769,-40,76.9528172172
1654.41496769,-37.5,77.536380362
1654.41496769,-35,78.0959405617
1654.41496769,-32.5,78.6086839664
1654.41496769,-30,79.0520654751
1654.41496769,-27.5,79.4047825682
1654.41496769,-25,79.648292925
1654.41496769,-22.5,79.7688556246
1654.41496769,-20,79.7599487424
1654.41496769,-17.5,79.6249003825
1654.41496769,-15,79.379412579
1654.41496769,-12.5,79.0531557768
1654.41496769,-10,78.6888762983
1654.41496769,-7.5,78.3373027225
1654.41496769,-5,78.0479237201
1654.41496769,-2.5,77.8593015573
1654.41496769,0,77.7940515744
1654.41496769,2.5,77.8593015573
1654.41496769,5,78.0479237201
1654.41496769,7.5,78.3373027225
1654.41496769,10,78.6888762983
1654.41496769,12.5,79.0531557768
1654.41496769,15,79.379412579
1654.41496769,17.5,79.6249003825
1654.41496769,20,79.7599487424
1654.41496769,22.5,79.7688556246
1654.41496769,25,79.648292925
1654.41496769,27.5,79.4047825682
1654.41496769,30,79.0520654751
1654.41496769,32.5,78.6086839664
1654.41496769,35,78.0959405617
1654.41496769,37.5,77.536380362
1654.41496769,40,76.9528172172
1654.41496769,42.5,76.3675711072
1654.41496769,45,75.8011924445
1737.48492938,-45,73.9727307895
1737.48492938,-42.5,74.3389492398
1737.48492938,-40,74.7890916459
1737.48492938,-37.5,75.3045365782
1737.48492938,-35,75.8654100309
1737.48492938,-32.5,76.4508327269
1737.48492938,-30,77.0363798919
1737.48492938,-27.5,77.5932458538
1737.48492938,-25,78.0911934672
1737.48492938,-22.5,78.5040522754
1737.48492938,-20,78.8152134579
1737.48492938,-17.5,79.0212695463
1737.48492938,-15,79.1329435511
1737.48492938,-12.5,79.1727966593
1737.48492938,-10,79.169485752
1737.48492938,-7.5,79.1496900767
1737.48492938,-5,79.1310709193
1737.48492938,-2.5,79.1202959181
1737.48492938,0,79.117060717
1737.48492938,2.5,79.1202959181
1737.48492938,5,79.1310709193
1737.48492938,7.5,79.1496900767
1737.48492938,10,79.169485752
1737.48492938,12.5,79.1727966593
1737.48492938,15,79.1329435511
1737.48492938,17.5,79.0212695463
1737.48492938,20,78.8152134579
1737.48492938,22.5,78.5040522754
1737.48492938,25,78.0911934672
1737.48492938,27.5,77.5932458538
1737.48492938,30,77.0363798919
1737.48492938,32.5,76.4508327269
1737.48492938,35,75.8654100309
1737.48492938,37.5,75.3045365782
1737.48492938,40,74.7890916459
1737.48492938,42.5,74.3389492398
1737.48492938,45,73.9727307895
1824.72592354,-45,74.4496110792
1824.72592354,-42.5,75.1545814823
1824.72592354,-40,75.8835242796
1824.72592354,-37.5,76.5890703163
1824.72592354,-35,77.2417285499
1824.72592354,-32.5,77.8305360637
1824.72592354,-30,78.3569835441
1824.72592354,-27.5,78.8269455854
1824.72592354,-25,79.2442949782
1824.72592354,-22.5,79.6086130587
1824.72592354,-20,79.9172752726
1824.72592354,-17.5,80.1697945293
1824.72592354,-15,80.3711722407
1824.72592354,-12.5,80.5317568707
1824.72592354,-10,80.6632312799
1824.72592354,-7.5,80.7729419793
1824.72592354,-5,80.8603728212
1824.72592354,-2.5,80.9184635887
1824.72592354,0,80.9390094758
1824.72592354,2.5,80.9184635887
1824.72592354,5,80.8603728212
1824.72592354,7.5,80.7729419793
1824.72592354,10,80.6632312799
1824.72592354,12.5,80.5317568707
1824.72592354,15,80.3711722407
1824.72592354,17.5,80.1697945293
1824.72592354,20,79.9172752726
1824.72592354,22.5,79.6086130587
1824.72592354,25,79.2442949782
1824.72592354,27.5,78.8269455854
1824.72592354,30,78.3569835441
1824.72592354,32.5,77.8305360637
1824.72592354,35,77.2417285499
1824.72592354,37.5,76.5890703163
1824.72592354,40,75.8835242796
1824.72592354,42.5,75.1545814823
1824.72592354,45,74.4496110792
1916.3473822,-45,74.5249978705
1916.3473822,-42.5,75.2592350075
1916.3473822,-40,76.0139224973
1916.3473822,-37.5,76.7507858504
1916.3473822,-35,77.428995895
1916.3473822,-32.5,78.0144177648
1916.3473822,-30,78.4843948126
1916.3473822,-27.5,78.8283739773
1916.3473822,-25,79.0463185424
1916.3473822,-22.5,79.1466893864
1916.3473822,-20,79.1450459817
1916.3473822,-17.5,79.063478763
1916.3473822,-15,78.9300979258
1916.3473822,-12.5,78.7769093096
1916.3473822,-10,78.6345814432
1916.3473822,-7.5,78.5249336928
1916.3473822,-5,78.4554477503
1916.3473822,-2.5,78.4206721749
1916.3473822,0,78.4106532314
1916.3473822,2.5,78.4206721749
1916.3473822,5,78.4554477503
1916.3473822,7.5,78.5249336928
1916.3473822,10,78.6345814432
1916.3473822,12.5,78.7769093096
1916.3473822,15,78.9300979258
1916.3473822,17.5,79.063478763
1916.3473822,20,79.1450459817
1916.3473822,22.5,79.1466893864
1916.3473822,25,79.0463185424
1916.3473822,27.5,78.8283739773
1916.3473822,30,78.4843948126
1916.3473822,32.5,78.0144177648
1916.3473822,35,77.428995895
1916.3473822,37.5,76.7507858504
1916.3473822,40,76.0139224973
1916.3473822,42.5,75.2592350075
1916.3473822,45,74.5249978705
2012.56925322,-45,78.0489924829
2012.56925322,-42.5,78.4312603446
2012.56925322,-40,78.7900801386
2012.56925322,-37.5,79.122837904
2012.56925322,-35,79.4263383439
2012.56925322,-32.5,79.69681693
2012.56925322,-30,79.9307882788
2012.56925322,-27.5,80.1266319092
2012.56925322,-25,80.2864889419
2012.56925322,-22.5,80.4178946326
2012.56925322,-20,80.5343612348
2012.56925322,-17.5,80.6538074178
2012.56925322,-15,80.7938623655
2012.56925322,-12.5,80.9645697393
2012.56925322,-10,81.161685393
2012.56925322,-7.5,81.3650508222
2012.56925322,-5,81.5439450428
2012.56925322,-2.5,81.6667761387
2012.56925322,0,81.7105058193
2012.56925322,2.5,81.6667761387
2012.56925322,5,81.5439450428
2012.56925322,7.5,81.3650508222
2012.56925322,10,81.161685393
2012.56925322,12.5,80.9645697393
2012.56925322,15,80.7938623655
2012.56925322,17.5,80.6538074178
2012.56925322,20,80.5343612348
2012.56925322,22.5,80.4178946326
2012.56925322,25,80.2864889419
2012.56925322,27.5,80.1266319092
2012.56925322,30,79.9307882788
2012.56925322,32.5,79.69681693
2012.56925322,35,79.4263383439
2012.56925322,37.5,79.122837904
2012.56925322,40,78.7900801386
2012.56925322,42.5,78.4312603446
2012.56925322,45,78.0489924829
2113.62252827,-45,76.2873424669
2113.62252827,-42.5,76.511878122
2113.62252827,-40,76.8740348974
2113.62252827,-37.5,77.3508717735
2113.62252827,-35,77.8663522
2113.62252827,-32.5,78.3405196256
2113.62252827,-30,78.7271799396
2113.62252827,-27.5,79.0249044122
2113.62252827,-25,79.2692199692
2113.62252827,-22.5,79.5139388749
2113.62252827,-20,79.8075175316
2113.62252827,-17.5,80.1741862441
2113.62252827,-15,80.6089990984
2113.62252827,-12.5,81.085113714
2113.62252827,-10,81.5635965354
2113.62252827,-7.5,82.0003032219
2113.62252827,-5,82.351309975
2113.62252827,-2.5,82.5789559581
2113.62252827,0,82.6578254777
2113.62252827,2.5,82.5789559581
2113.62252827,5,82.351309975
2113.62252827,7.5,82.0003032219
2113.62252827,10,81.5635965354
2113.62252827,12.5,81.085113714
2113.62252827,15,80.6089990984
2113.62252827,17.5,80.1741862441
2113.62252827,20,79.8075175316
2113.62252827,22.5,79.5139388749
2113.62252827,25,79.2692199692
2113.62252827,27.5,79.0249044122
2113.62252827,30,78.7271799396
2113.62252827,32.5,78.3405196256
2113.62252827,35,77.8663522
2113.62252827,37.5,77.3508717735
2113.62252827,40,76.8740348974
2113.62252827,42.5,76.511878122
2113.62252827,45,76.2873424669
2219.74979736,-45,75.9684304339
2219.74979736,-42.5,76.9654691663
2219.74979736,-40,78.0161579835
2219.74979736,-37.5,79.0216699657
2219.74979736,-35,79.909173982
2219.74979736,-32.5,80.6342634467
2219.74979736,-30,81.1792101374
2219.74979736,-27.5,81.5507765602
2219.74979736,-25,81.7781804393
2219.74979736,-22.5,81.9098647784
2219.74979736,-20,82.0066599598
2219.74979736,-17.5,82.1294680192
2219.74979736,-15,82.3228031066
2219.74979736,-12.5,82.6003069241
2219.74979736,-10,82.9401632452
2219.74979736,-7.5,83.2935027333
2219.74979736,-5,83.6009866787
2219.74979736,-2.5,83.8093865736
2219.74979736,0,83.8830003846
2219.74979736,2.5,83.8093865736
2219.74979736,5,83.6009866787
2219.74979736,7.5,83.2935027333
2219.74979736,10,82.9401632452
2219.74979736,12.5,82.6003069241
2219.74979736,15,82.3228031066
2219.74979736,17.5,82.1294680192
2219.74979736,20,82.0066599598
2219.74979736,22.5,81.9098647784
2219.74979736,25,81.7781804393
2219.74979736,27.5,81.5507765602
2219.74979736,30,81.1792101374
2219.74979736,32.5,80.6342634467
2219.74979736,35,79.909173982
2219.74979736,37.5,79.0216699657
2219.74979736,40,78.0161579835
2219.74979736,42.5,76.9654691663
2219.74979736,45,75.9684304339
2331.2058312,-45,76.5741024353
2331.2058312,-42.5,77.5150322857
2331.2058312,-40,78.5109448208
2331.2058312,-37.5,79.4896148033
2331.2058312,-35,80.393764631
2331.2058312,-32.5,81.1775219941
2331.2058312,-30,81.8084733938
