freq_hz,angle_deg,spl_db
1500,-45,90.7094581366
1500,-42.5,91.3326283442
1500,-40,91.837258988
1500,-37.5,92.2053815142
1500,-35,92.4252320547
1500,-32.5,92.4898328409
1500,-30,92.3964594982
1500,-27.5,92.1478353596
1500,-25,91.756263589
1500,-22.5,91.2521909666
1500,-20,90.6973119577
1500,-17.5,90.1952194682
1500,-15,89.8774629094
1500,-12.5,89.8419789709
1500,-10,90.0787113669
1500,-7.5,90.469650821
1500,-5,90.8645856136
1500,-2.5,91.1458795519
1500,0,91.2466330252
1500,2.5,91.1458795519
1500,5,90.8645856136
1500,7.5,90.469650821
1500,10,90.0787113669
1500,12.5,89.8419789709
1500,15,89.8774629094
1500,17.5,90.1952194682
1500,20,90.6973119577
1500,22.5,91.2521909666
1500,25,91.756263589
1500,27.5,92.1478353596
1500,30,92.3964594982
1500,32.5,92.4898328409
1500,35,92.4252320547
1500,37.5,92.2053815142
1500,40,91.837258988
1500,42.5,91.3326283442
1500,45,90.7094581366
1620.09619893,-45,86.8468832146
1620.09619893,-42.5,87.4172956873
1620.09619893,-40,88.0910745134
1620.09619893,-37.5,88.8274730456
1620.09619893,-35,89.5817536148
1620.09619893,-32.5,90.3088918833
1620.09619893,-30,90.9656411559
1620.09619893,-27.5,91.5124832663
1620.09619893,-25,91.9157051461
1620.09619893,-22.5,92.1493632687
1620.09619893,-20,92.1971895227
1620.09619893,-17.5,92.0548991097
1620.09619893,-15,91.7334521893
1620.09619893,-12.5,91.2633382408
1620.09619893,-10,90.6985579614
1620.09619893,-7.5,90.1166382181
1620.09619893,-5,89.6095915598
1620.09619893,-2.5,89.2646014316
1620.09619893,0,89.1424736989
1620.09619893,2.5,89.2646014316
1620.09619893,5,89.6095915598
1620.09619893,7.5,90.1166382181
1620.09619893,10,90.6985579614
1620.09619893,12.5,91.2633382408
1620.09619893,15,91.7334521893
1620.09619893,17.5,92.0548991097
1620.09619893,20,92.1971895227
1620.09619893,22.5,92.1493632687
1620.09619893,25,91.9157051461
1620.09619893,27.5,91.5124832663
1620.09619893,30,90.9656411559
1620.09619893,32.5,90.3088918833
1620.09619893,35,89.5817536148
1620.09619893,37.5,88.8274730456
1620.09619893,40,88.0910745134
1620.09619893,42.5,87.4172956873
1620.09619893,45,86.8468832146
1749.80779587,-45,86.4470335095
1749.80779587,-42.5,87.0739117611
1749.80779587,-40,87.7350054314
1749.80779587,-37.5,88.3874806588
1749.80779587,-35,89.0032138815
1749.80779587,-32.5,89.5674866097
1749.80779587,-30,90.0718702822
1749.80779587,-27.5,90.5068367683
1749.80779587,-25,90.8582054161
1749.80779587,-22.5,91.1090379562
1749.80779587,-20,91.2458490407
1749.80779587,-17.5,91.2664127129
1749.80779587,-15,91.1861573323
1749.80779587,-12.5,91.0398703608
1749.80779587,-10,90.8750647079
1749.80779587,-7.5,90.7360647962
1749.80779587,-5,90.6463463219
1749.80779587,-2.5,90.6033626566
1749.80779587,0,90.591762302
1749.80779587,2.5,90.6033626566
1749.80779587,5,90.6463463219
1749.80779587,7.5,90.7360647962
1749.80779587,10,90.8750647079
1749.80779587,12.5,91.0398703608
1749.80779587,15,91.1861573323
1749.80779587,17.5,91.2664127129
1749.80779587,20,91.2458490407
1749.80779587,22.5,91.1090379562
1749.80779587,25,90.8582054161
1749.80779587,27.5,90.5068367683
1749.80779587,30,90.0718702822
1749.80779587,32.5,89.5674866097
1749.80779587,35,89.0032138815
1749.80779587,37.5,88.3874806588
1749.80779587,40,87.7350054314
1749.80779587,42.5,87.0739117611
1749.80779587,45,86.4470335095
1889.9046393,-45,84.4233984405
1889.9046393,-42.5,85.2915293921
1889.9046393,-40,86.1757846973
1889.9046393,-37.5,86.99066414
1889.9046393,-35,87.6853225761
1889.9046393,-32.5,88.2437426263
1889.9046393,-30,88.6771577471
1889.9046393,-27.5,89.0138886987
1889.9046393,-25,89.288033458
1889.9046393,-22.5,89.5293525803
1889.9046393,-20,89.7584627433
1889.9046393,-17.5,89.9891243184
1889.9046393,-15,90.2331682221
1889.9046393,-12.5,90.5002883145
1889.9046393,-10,90.7899707496
1889.9046393,-7.5,91.0825710929
1889.9046393,-5,91.3399272879
1889.9046393,-2.5,91.5176169854
1889.9046393,0,91.5811297987
1889.9046393,2.5,91.5176169854
1889.9046393,5,91.3399272879
1889.9046393,7.5,91.0825710929
1889.9046393,10,90.7899707496
1889.9046393,12.5,90.5002883145
1889.9046393,15,90.2331682221
1889.9046393,17.5,89.9891243184
