freq_hz,angle_deg,spl_db
1500,-45,78.7934328294
1500,-42.5,79.3182220948
1500,-40,79.9164490636
1500,-37.5,80.5579136784
1500,-35,81.2056438875
1500,-32.5,81.8216560438
1500,-30,82.371598317
1500,-27.5,82.8276231282
1500,-25,83.1697472706
1500,-22.5,83.3863549731
1500,-20,83.4744556566
1500,-17.5,83.4400544133
1500,-15,83.2986667382
1500,-12.5,83.0756422377
1500,-10,82.8055914199
1500,-7.5,82.5300079172
1500,-5,82.2924775193
1500,-2.5,82.1318633561
1500,0,82.0751117823
1500,2.5,82.1318633561
1500,5,82.2924775193
1500,7.5,82.5300079172
1500,10,82.8055914199
1500,12.5,83.0756422377
1500,15,83.2986667382
1500,17.5,83.4400544133
1500,20,83.4744556566
1500,22.5,83.3863549731
1500,25,83.1697472706
1500,27.5,82.8276231282
1500,30,82.371598317
1500,32.5,81.8216560438
1500,35,81.2056438875
1500,37.5,80.5579136784
1500,40,79.9164490636
1500,42.5,79.3182220948
1500,45,78.7934328294
1575.31661946,-45,80.0049250301
1575.31661946,-42.5,80.4834767756
1575.31661946,-40,81.0458231069
1575.31661946,-37.5,81.6636854053
1575.31661946,-35,82.2997483154
1575.31661946,-32.5,82.9140202883
1575.31661946,-30,83.4689821431
1575.31661946,-27.5,83.9328772467
1575.31661946,-25,84.2814163382
1575.31661946,-22.5,84.4985564564
1575.31661946,-20,84.5770051387
1575.31661946,-17.5,84.5189112672
1575.31661946,-15,84.3369391594
1575.31661946,-12.5,84.0555696196
1575.31661946,-10,83.711964526
1575.31661946,-7.5,83.3550902493
1575.31661946,-5,83.0413588319
1575.31661946,-2.5,82.8256175454
1575.31661946,0,82.7486443674
1575.31661946,2.5,82.8256175454
1575.31661946,5,83.0413588319
1575.31661946,7.5,83.3550902493
1575.31661946,10,83.711964526
1575.31661946,12.5,84.0555696196
1575.31661946,15,84.3369391594
1575.31661946,17.5,84.5189112672
1575.31661946,20,84.5770051387
1575.31661946,22.5,84.4985564564
1575.31661946,25,84.2814163382
1575.31661946,27.5,83.9328772467
1575.31661946,30,83.4689821431
1575.31661946,32.5,82.9140202883
1575.31661946,35,82.2997483154
1575.31661946,37.5,81.6636854053
1575.31661946,40,81.0458231069
1575.31661946,42.5,80.4834767756
1575.31661946,45,80.0049250301
1654.41496769,-45,80.6610903429
1654.41496769,-42.5,81.0935267373
1654.41496769,-40,81.6180513063
1654.41496769,-37.5,82.2137893454
1654.41496769,-35,82.8474764878
1654.41496769,-32.5,83.4797077159
1654.41496769,-30,84.0707926201
1654.41496769,-27.5,84.5851362451
1654.41496769,-25,84.9939990139
1654.41496769,-22.5,85.2770471659
1654.41496769,-20,85.423285845
1654.41496769,-17.5,85.4318926881
1654.41496769,-15,85.3132366686
1654.41496769,-12.5,85.0899976307
1654.41496769,-10,84.7977733987
1654.41496769,-7.5,84.483929768
1654.41496769,-5,84.2030687315
1654.41496769,-2.5,84.0081171499
1654.41496769,0,83.9382805156
1654.41496769,2.5,84.0081171499
1654.41496769,5,84.2030687315
1654.41496769,7.5,84.483929768
1654.41496769,10,84.7977733987
1654.41496769,12.5,85.0899976307
1654.41496769,15,85.3132366686
1654.41496769,17.5,85.4318926881
1654.41496769,20,85.423285845
