freq_hz,angle_deg,spl_db
1500,-45,85.2688878703
1500,-42.5,83.8696605774
1500,-40,81.5802014898
1500,-37.5,78.333859281
1500,-35,74.4642068879
1500,-32.5,71.6587601558
1500,-30,72.4848107269
1500,-27.5,76.3756364932
1500,-25,80.545899314
1500,-22.5,83.8603625976
1500,-20,86.2504823937
1500,-17.5,87.8655812388
1500,-15,88.8722861192
1500,-12.5,89.4271465636
1500,-10,89.6753892447
1500,-7.5,89.7456258379
1500,-5,89.7380286305
1500,-2.5,89.7151086072
1500,0,89.7051356713
1500,2.5,89.7151086072
1500,5,89.7380286305
1500,7.5,89.7456258379
1500,10,89.6753892447
1500,12.5,89.4271465636
1500,15,88.8722861192
1500,17.5,87.8655812388
1500,20,86.2504823937
1500,22.5,83.8603625976
1500,25,80.545899314
1500,27.5,76.3756364932
1500,30,72.4848107269
1500,32.5,71.6587601558
1500,35,74.4642068879
1500,37.5,78.333859281
1500,40,81.5802014898
1500,42.5,83.8696605774
1500,45,85.2688878703
1503.34191665,-45,85.5692670402
1503.34191665,-42.5,84.1960399661
1503.34191665,-40,81.983381208
1503.34191665,-37.5,79.0866045145
1503.34191665,-35,76.4134416618
1503.34191665,-32.5,75.1980308266
1503.34191665,-30,75.2357261598
1503.34191665,-27.5,77.00839452
1503.34191665,-25,80.4222147565
1503.34191665,-22.5,83.7175639623
1503.34191665,-20,86.200683784
1503.34191665,-17.5,87.884980971
1503.34191665,-15,88.9224293087
1503.34191665,-12.5,89.4758515142
1503.34191665,-10,89.7004893609
1503.34191665,-7.5,89.7366052215
1503.34191665,-5,89.6961560073
1503.34191665,-2.5,89.6506268971
1503.34191665,0,89.6327517426
1503.34191665,2.5,89.6506268971
1503.34191665,5,89.6961560073
1503.34191665,7.5,89.7366052215
1503.34191665,10,89.7004893609
1503.34191665,12.5,89.4758515142
1503.34191665,15,88.9224293087
1503.34191665,17.5,87.884980971
1503.34191665,20,86.200683784
1503.34191665,22.5,83.7175639623
1503.34191665,25,80.4222147565
1503.34191665,27.5,77.00839452
1503.34191665,30,75.2357261598
1503.34191665,32.5,75.1980308266
1503.34191665,35,76.4134416618
1503.34191665,37.5,79.0866045145
1503.34191665,40,81.983381208
1503.34191665,42.5,84.1960399661
1503.34191665,45,85.5692670402
1506.69127891,-45,85.8092247361
1506.69127891,-42.5,84.5915918844
1506.69127891,-40,82.7540970227
1506.69127891,-37.5,80.799574316
1506.69127891,-35,79.6976571501
1506.69127891,-32.5,79.5291745814
1506.69127891,-30,79.4664033371
1506.69127891,-27.5,79.7121007425
1506.69127891,-25,81.3423610952
1506.69127891,-22.5,83.8962649241
1506.69127891,-20,86.1930110123
1506.69127891,-17.5,87.838497839
1506.69127891,-15,88.8597142069
1506.69127891,-12.5,89.3879418139
1506.69127891,-10,89.5738867932
1506.69127891,-7.5,89.5635987064
1506.69127891,-5,89.4796233232
1506.69127891,-2.5,89.4038373519
