freq_hz,angle_deg,spl_db
1500,-45,78.5039879888
1500,-42.5,79.171650102
1500,-40,79.8754368783
1500,-37.5,80.5908708596
1500,-35,81.2913134754
1500,-32.5,81.9476101412
1500,-30,82.5288267551
1500,-27.5,83.0042914014
1500,-25,83.3462598291
1500,-22.5,83.5325091631
1500,-20,83.548680002
1500,-17.5,83.3906870464
1500,-15,83.0676993648
1500,-12.5,82.605924629
1500,-10,82.0525335565
1500,-7.5,81.4773634135
1500,-5,80.9681596732
1500,-2.5,80.6155170339
1500,0,80.4891865749
1500,2.5,80.6155170339
1500,5,80.9681596732
1500,7.5,81.4773634135
1500,10,82.0525335565
1500,12.5,82.605924629
1500,15,83.0676993648
1500,17.5,83.3906870464
1500,20,83.548680002
1500,22.5,83.5325091631
1500,25,83.3462598291
1500,27.5,83.0042914014
1500,30,82.5288267551
1500,32.5,81.9476101412
1500,35,81.2913134754
1500,37.5,80.5908708596
1500,40,79.8754368783
1500,42.5,79.171650102
1500,45,78.5039879888
1575.31661946,-45,78.2788349306
1575.31661946,-42.5,78.794861782
1575.31661946,-40,79.3454736166
1575.31661946,-37.5,79.9242685822
1575.31661946,-35,80.52280256
1575.31661946,-32.5,81.1244020137
1575.31661946,-30,81.7008974042
1575.31661946,-27.5,82.2149504203
1575.31661946,-25,82.6266116007
1575.31661946,-22.5,82.9006972186
1575.31661946,-20,83.0126741062
1575.31661946,-17.5,82.9528763884
1575.31661946,-15,82.7299387103
1575.31661946,-12.5,82.373787188
1575.31661946,-10,81.936706236
1575.31661946,-7.5,81.4889476777
1575.31661946,-5,81.1059783962
1575.31661946,-2.5,80.8507947644
1575.31661946,0,80.7616789392
1575.31661946,2.5,80.8507947644
1575.31661946,5,81.1059783962
1575.31661946,7.5,81.4889476777
1575.31661946,10,81.936706236
1575.31661946,12.5,82.373787188
1575.31661946,15,82.7299387103
1575.31661946,17.5,82.9528763884
1575.31661946,20,83.0126741062
1575.31661946,22.5,82.9006972186
1575.31661946,25,82.6266116007
1575.31661946,27.5,82.2149504203
1575.31661946,30,81.7008974042
1575.31661946,32.5,81.1244020137
1575.31661946,35,80.52280256
1575.31661946,37.5,79.9242685822
1575.31661946,40,79.3454736166
1575.31661946,42.5,78.794861782
1575.31661946,45,78.2788349306
1654.41496769,-45,79.3144148207
1654.41496769,-42.5,79.9833127594
1654.41496769,-40,80.6111559664
1654.41496769,-37.5,81.1799622543
1654.41496769,-35,81.6858611327
1654.41496769,-32.5,82.1342640128
1654.41496769,-30,82.5316459345
1654.41496769,-27.5,82.8773576419
1654.41496769,-25,83.159612717
1654.41496769,-22.5,83.3580868652
1654.41496769,-20,83.451976978
1654.41496769,-17.5,83.4299508011
1654.41496769,-15,83.2985079089
1654.41496769,-12.5,83.0859753495
1654.41496769,-10,82.8390765484
1654.41496769,-7.5,82.6099026159
1654.41496769,-5,82.4374321927
1654.41496769,-2.5,82.3364728605
1654.41496769,0,82.3041114052
1654.41496769,2.5,82.3364728605
1654.41496769,5,82.4374321927
1654.41496769,7.5,82.6099026159
1654.41496769,10,82.8390765484
1654.41496769,12.5,83.0859753495
1654.41496769,15,83.2985079089
1654.41496769,17.5,83.4299508011
1654.41496769,20,83.451976978
1654.41496769,22.5,83.3580868652
1654.41496769,25,83.159612717
1654.41496769,27.5,82.8773576419
1654.41496769,30,82.5316459345
1654.41496769,32.5,82.1342640128
1654.41496769,35,81.6858611327
1654.41496769,37.5,81.1799622543
1654.41496769,40,80.6111559664
1654.41496769,42.5,79.9833127594
1654.41496769,45,79.3144148207
1737.48492938,-45,78.7371147333
1737.48492938,-42.5,79.347958116
1737.48492938,-40,79.911195082
1737.48492938,-37.5,80.4054807362
1737.48492938,-35,80.8282499018
1737.48492938,-32.5,81.1931796105
1737.48492938,-30,81.5213475513
1737.48492938,-27.5,81.8284845499
1737.48492938,-25,82.114754398
1737.48492938,-22.5,82.3644299759
1737.48492938,-20,82.5568224978
1737.48492938,-17.5,82.681905938
1737.48492938,-15,82.7514327795
1737.48492938,-12.5,82.7982541431
1737.48492938,-10,82.8606607222
1737.48492938,-7.5,82.9580035859
1737.48492938,-5,83.0755870609
1737.48492938,-2.5,83.1733090626
1737.48492938,0,83.2112914383
1737.48492938,2.5,83.1733090626
1737.48492938,5,83.0755870609
1737.48492938,7.5,82.9580035859
1737.48492938,10,82.8606607222
1737.48492938,12.5,82.7982541431
1737.48492938,15,82.7514327795
1737.48492938,17.5,82.681905938
1737.48492938,20,82.5568224978
1737.48492938,22.5,82.3644299759
1737.48492938,25,82.114754398
1737.48492938,27.5,81.8284845499
1737.48492938,30,81.5213475513
1737.48492938,32.5,81.1931796105
1737.48492938,35,80.8282499018
1737.48492938,37.5,80.4054807362
1737.48492938,40,79.911195082
1737.48492938,42.5,79.347958116
1737.48492938,45,78.7371147333
1824.72592354,-45,78.7762843755
1824.72592354,-42.5,79.7988824209
1824.72592354,-40,80.7277982106
1824.72592354,-37.5,81.5076557549
1824.72592354,-35,82.110693253
1824.72592354,-32.5,82.5345969867
1824.72592354,-30,82.7994749747
1824.72592354,-27.5,82.9430824101
1824.72592354,-25,83.0124263367
1824.72592354,-22.5,83.0524166566
1824.72592354,-20,83.0971474162
1824.72592354,-17.5,83.170128019
1824.72592354,-15,83.2912126723
1824.72592354,-12.5,83.4781540021
1824.72592354,-10,83.7345595449
1824.72592354,-7.5,84.0339979211
1824.72592354,-5,84.3199091124
1824.72592354,-2.5,84.5257992372
1824.72592354,0,84.6006792827
1824.72592354,2.5,84.5257992372
1824.72592354,5,84.3199091124
1824.72592354,7.5,84.0339979211
1824.72592354,10,83.7345595449
1824.72592354,12.5,83.4781540021
1824.72592354,15,83.2912126723
1824.72592354,17.5,83.170128019
1824.72592354,20,83.0971474162
1824.72592354,22.5,83.0524166566
1824.72592354,25,83.0124263367
1824.72592354,27.5,82.9430824101
1824.72592354,30,82.7994749747
1824.72592354,32.5,82.5345969867
1824.72592354,35,82.110693253
1824.72592354,37.5,81.5076557549
1824.72592354,40,80.7277982106
1824.72592354,42.5,79.7988824209
1824.72592354,45,78.7762843755
1916.3473822,-45,82.7999358899
1916.3473822,-42.5,83.350588691
1916.3473822,-40,83.8048537237
1916.3473822,-37.5,84.1366562975
1916.3473822,-35,84.3246666951
1916.3473822,-32.5,84.3554755856
1916.3473822,-30,84.2281159682
1916.3473822,-27.5,83.9590842177
1916.3473822,-25,83.5864182509
1916.3473822,-22.5,83.1709013924
1916.3473822,-20,82.7926964828
1916.3473822,-17.5,82.5421284237
1916.3473822,-15,82.5008775473
1916.3473822,-12.5,82.7088767508
1916.3473822,-10,83.1306719719
1916.3473822,-7.5,83.6573412792
1916.3473822,-5,84.1514904129
1916.3473822,-2.5,84.4962452489
1916.3473822,0,84.6191407895
1916.3473822,2.5,84.4962452489
1916.3473822,5,84.1514904129
1916.3473822,7.5,83.6573412792
1916.3473822,10,83.1306719719
1916.3473822,12.5,82.7088767508
1916.3473822,15,82.5008775473
1916.3473822,17.5,82.5421284237
1916.3473822,20,82.7926964828
1916.3473822,22.5,83.1709013924
1916.3473822,25,83.5864182509
1916.3473822,27.5,83.9590842177
1916.3473822,30,84.2281159682
1916.3473822,32.5,84.3554755856
1916.3473822,35,84.3246666951
1916.3473822,37.5,84.1366562975
1916.3473822,40,83.8048537237
1916.3473822,42.5,83.350588691
1916.3473822,45,82.7999358899
2012.56925322,-45,81.9370324921
2012.56925322,-42.5,82.6672163049
2012.56925322,-40,83.3196818782
2012.56925322,-37.5,83.8532238451
2012.56925322,-35,84.2352068418
2012.56925322,-32.5,84.4452883399
2012.56925322,-30,84.480115116
2012.56925322,-27.5,84.3592805334
2012.56925322,-25,84.1316749174
2012.56925322,-22.5,83.8787527538
2012.56925322,-20,83.707198438
2012.56925322,-17.5,83.7223633537
2012.56925322,-15,83.9852700546
2012.56925322,-12.5,84.4788625547
2012.56925322,-10,85.1129079345
2012.56925322,-7.5,85.763307228
2012.56925322,-5,86.3135771376
2012.56925322,-2.5,86.6774141336
2012.56925322,0,86.8041800809
2012.56925322,2.5,86.6774141336
2012.56925322,5,86.3135771376
2012.56925322,7.5,85.763307228
2012.56925322,10,85.1129079345
2012.56925322,12.5,84.4788625547
2012.56925322,15,83.9852700546
2012.56925322,17.5,83.7223633537
2012.56925322,20,83.707198438
2012.56925322,22.5,83.8787527538
2012.56925322,25,84.1316749174
2012.56925322,27.5,84.3592805334
2012.56925322,30,84.480115116
2012.56925322,32.5,84.4452883399
2012.56925322,35,84.2352068418
2012.56925322,37.5,83.8532238451
2012.56925322,40,83.3196818782
2012.56925322,42.5,82.6672163049
2012.56925322,45,81.9370324921
2113.62252827,-45,79.6664774653
2113.62252827,-42.5,80.5602714785
2113.62252827,-40,81.4582454521
2113.62252827,-37.5,82.3043375075
2113.62252827,-35,83.0398651586
2113.62252827,-32.5,83.6115576047
2113.62252827,-30,83.9838805808
2113.62252827,-27.5,84.1505026996
2113.62252827,-25,84.143038983
2113.62252827,-22.5,84.0345427362
2113.62252827,-20,83.9302257257
2113.62252827,-17.5,83.9375759904
2113.62252827,-15,84.1243799937
2113.62252827,-12.5,84.492920325
2113.62252827,-10,84.9864350705
2113.62252827,-7.5,85.5141721189
2113.62252827,-5,85.9777889087
2113.62252827,-2.5,86.2930342741
2113.62252827,0,86.4044989316
2113.62252827,2.5,86.2930342741
2113.62252827,5,85.9777889087
2113.62252827,7.5,85.5141721189
2113.62252827,10,84.9864350705
2113.62252827,12.5,84.492920325
2113.62252827,15,84.1243799937
2113.62252827,17.5,83.9375759904
2113.62252827,20,83.9302257257
2113.62252827,22.5,84.0345427362
2113.62252827,25,84.143038983
2113.62252827,27.5,84.1505026996
2113.62252827,30,83.9838805808
2113.62252827,32.5,83.6115576047
2113.62252827,35,83.0398651586
2113.62252827,37.5,82.3043375075
2113.62252827,40,81.4582454521
2113.62252827,42.5,80.5602714785
2113.62252827,45,79.6664774653
2219.74979736,-45,80.0605126511
2219.74979736,-42.5,80.9843346801
2219.74979736,-40,81.7623941966
2219.74979736,-37.5,82.3889095484
2219.74979736,-35,82.869767877
2219.74979736,-32.5,83.2152632766
2219.74979736,-30,83.4385241758
2219.74979736,-27.5,83.5613821866
2219.74979736,-25,83.624554959
2219.74979736,-22.5,83.6926480764
2219.74979736,-20,83.8414562056
2219.74979736,-17.5,84.1255030825
2219.74979736,-15,84.5484314572
2219.74979736,-12.5,85.0643336422
2219.74979736,-10,85.6046381611
2219.74979736,-7.5,86.1022801539
2219.74979736,-5,86.5013178142
2219.74979736,-2.5,86.7590876505
2219.74979736,0,86.8481898218
2219.74979736,2.5,86.7590876505
2219.74979736,5,86.5013178142
2219.74979736,7.5,86.1022801539
2219.74979736,10,85.6046381611
2219.74979736,12.5,85.0643336422
2219.74979736,15,84.5484314572
2219.74979736,17.5,84.1255030825
2219.74979736,20,83.8414562056
2219.74979736,22.5,83.6926480764
2219.74979736,25,83.624554959
2219.74979736,27.5,83.5613821866
2219.74979736,30,83.4385241758
2219.74979736,32.5,83.2152632766
2219.74979736,35,82.869767877
2219.74979736,37.5,82.3889095484
2219.74979736,40,81.7623941966
2219.74979736,42.5,80.9843346801
2219.74979736,45,80.0605126511
2331.2058312,-45,80.3883691331
2331.2058312,-42.5,81.4201075238
2331.2058312,-40,82.2303915903
2331.2058312,-37.5,82.8127115931
2331.2058312,-35,83.1919993544
2331.2058312,-32.5,83.4159949881
2331.2058312,-30,83.546329097
2331.2058312,-27.5,83.6510245422
2331.2058312,-25,83.7992558277
2331.2058312,-22.5,84.0522139189
2331.2058312,-20,84.4427012385
2331.2058312,-17.5,84.954971606
2331.2058312,-15,85.530431315
2331.2058312,-12.5,86.0992035953
2331.2058312,-10,86.6082104018
2331.2058312,-7.5,87.0273018235
2331.2058312,-5,87.3401065573
2331.2058312,-2.5,87.5344946549
2331.2058312,0,87.6006360481
2331.2058312,2.5,87.5344946549
2331.2058312,5,87.3401065573
2331.2058312,7.5,87.0273018235
2331.2058312,10,86.6082104018
2331.2058312,12.5,86.0992035953
2331.2058312,15,85.530431315
2331.2058312,17.5,84.954971606
2331.2058312,20,84.4427012385
2331.2058312,22.5,84.0522139189
2331.2058312,25,83.7992558277
2331.2058312,27.5,83.6510245422
2331.2058312,30,83.546329097
2331.2058312,32.5,83.4159949881
2331.2058312,35,83.1919993544
2331.2058312,37.5,82.8127115931
2331.2058312,40,82.2303915903
2331.2058312,42.5,81.4201075238
2331.2058312,45,80.3883691331
2448.25819284,-45,81.8632701643
2448.25819284,-42.5,82.0172776521
2448.25819284,-40,82.2064758627
2448.25819284,-37.5,82.4784281763
2448.25819284,-35,82.8560295861
2448.25819284,-32.5,83.3294985527
2448.25819284,-30,83.8709326745
2448.25819284,-27.5,84.4529197314
2448.25819284,-25,85.0512794553
2448.25819284,-22.5,85.6350500153
2448.25819284,-20,86.1616024118
