freq_hz,angle_deg,spl_db
1500,-45,82.9820506628
1500,-42.5,83.6518767204
1500,-40,84.2727184325
1500,-37.5,84.8318150348
1500,-35,85.3194068369
1500,-32.5,85.7291224033
1500,-30,86.0582211552
1500,-27.5,86.3077477566
1500,-25,86.4825857667
1500,-22.5,86.5913216572
1500,-20,86.6457668214
1500,-17.5,86.6599753844
1500,-15,86.6486959032
1500,-12.5,86.6254345673
1500,-10,86.6006131721
1500,-7.5,86.5804735422
1500,-5,86.5672020906
1500,-2.5,86.5602340891
1500,0,86.5581397972
1500,2.5,86.5602340891
1500,5,86.5672020906
1500,7.5,86.5804735422
1500,10,86.6006131721
1500,12.5,86.6254345673
1500,15,86.6486959032
1500,17.5,86.6599753844
1500,20,86.6457668214
1500,22.5,86.5913216572
1500,25,86.4825857667
1500,27.5,86.3077477566
1500,30,86.0582211552
1500,32.5,85.7291224033
1500,35,85.3194068369
1500,37.5,84.8318150348
1500,40,84.2727184325
1500,42.5,83.6518767204
1500,45,82.9820506628
1575.31661946,-45,83.2666932938
1575.31661946,-42.5,83.9944151004
1575.31661946,-40,84.682685063
1575.31661946,-37.5,85.3147083133
1575.31661946,-35,85.8765946474
1575.31661946,-32.5,86.3579331067
1575.31661946,-30,86.7521148728
1575.31661946,-27.5,87.0565248061
1575.31661946,-25,87.2726649378
1575.31661946,-22.5,87.4062006199
1575.31661946,-20,87.4668420095
1575.31661946,-17.5,87.4679088444
1575.31661946,-15,87.4254140608
1575.31661946,-12.5,87.3565957142
1575.31661946,-10,87.2780528197
1575.31661946,-7.5,87.2039234734
1575.31661946,-5,87.1446815059
1575.31661946,-2.5,87.1069235176
1575.31661946,0,87.0940078891
1575.31661946,2.5,87.1069235176
1575.31661946,5,87.1446815059
1575.31661946,7.5,87.2039234734
1575.31661946,10,87.2780528197
1575.31661946,12.5,87.3565957142
1575.31661946,15,87.4254140608
1575.31661946,17.5,87.4679088444
1575.31661946,20,87.4668420095
1575.31661946,22.5,87.4062006199
1575.31661946,25,87.2726649378
1575.31661946,27.5,87.0565248061
1575.31661946,30,86.7521148728
1575.31661946,32.5,86.3579331067
1575.31661946,35,85.8765946474
1575.31661946,37.5,85.3147083133
1575.31661946,40,84.682685063
1575.31661946,42.5,83.9944151004
1575.31661946,45,83.2666932938
1654.41496769,-45,83.216668123
1654.41496769,-42.5,83.9959687581
1654.41496769,-40,84.7575223338
1654.41496769,-37.5,85.4775856621
1654.41496769,-35,86.1353400395
1654.41496769,-32.5,86.7139163486
1654.41496769,-30,87.2009243443
1654.41496769,-27.5,87.5886902148
1654.41496769,-25,87.8743645979
1654.41496769,-22.5,88.0599933273
1654.41496769,-20,88.1525578019
1654.41496769,-17.5,88.1638988391
1654.41496769,-15,88.110353023
1654.41496769,-12.5,88.0118912487
1654.41496769,-10,87.8906129553
1654.41496769,-7.5,87.7686538153
1654.41496769,-5,87.6658493806
1654.41496769,-2.5,87.5976730313
1654.41496769,0,87.5738475431
1654.41496769,2.5,87.5976730313
1654.41496769,5,87.6658493806
1654.41496769,7.5,87.7686538153
1654.41496769,10,87.8906129553
1654.41496769,12.5,88.0118912487
1654.41496769,15,88.110353023
1654.41496769,17.5,88.1638988391
1654.41496769,20,88.1525578019
1654.41496769,22.5,88.0599933273
1654.41496769,25,87.8743645979
1654.41496769,27.5,87.5886902148
1654.41496769,30,87.2009243443
1654.41496769,32.5,86.7139163486
1654.41496769,35,86.1353400395
1654.41496769,37.5,85.4775856621
1654.41496769,40,84.7575223338
1654.41496769,42.5,83.9959687581
1654.41496769,45,83.216668123
1737.48492938,-45,84.026024748
1737.48492938,-42.5,84.7770371205
1737.48492938,-40,85.5073016387
1737.48492938,-37.5,86.199346455
1737.48492938,-35,86.8365756953
1737.48492938,-32.5,87.4037547637
1737.48492938,-30,87.8877506877
1737.48492938,-27.5,88.2783806453
1737.48492938,-25,88.5692220397
1737.48492938,-22.5,88.7583118281
1737.48492938,-20,88.848721858
1737.48492938,-17.5,88.8489970967
1737.48492938,-15,88.7733811239
1737.48492938,-12.5,88.641650049
1737.48492938,-10,88.4782789655
1737.48492938,-7.5,88.3106517149
1737.48492938,-5,88.1661861895
1737.48492938,-2.5,88.0686198531
